rank,tier,name,mmr,points,wins,losses,played,winrate,age
774,2,[SYP]Kuroko,4402,209,11,5,16,68.8%,6m
774,2,樱花,4402,0,1,0,1,100.0%,8m
777,2,lanker,4401,2485,143,129,272,52.6%,17m
777,2,IIIIIIIIIIII,4401,0,0,1,1,0.0%,17m
777,2,[SoloAs]FTTerran,4401,0,0,1,1,0.0%,8m
780,1,[SK]BHunterB,4399,812,37,39,76,48.7%,17m
781,2,[TNLet]想想花花会怎么做,4397,349,23,7,30,76.7%,24m
781,2,胖丁追随者,4397,175,9,4,13,69.2%,11m
781,2,[HustSC]beee,4397,0,0,1,1,0.0%,43m
781,2,lhp,4397,0,0,2,2,0.0%,20m
785,2,你不要探路好不好,4396,202,19,17,36,52.8%,11m
786,2,轻狂,4395,477,35,38,73,47.9%,50m
786,3,[TZRF]血花缭润,4395,362,20,2,22,90.9%,46m
786,2,亨利大叔,4395,0,0,1,1,0.0%,24m
789,2,[SK]慧慧,4393,968,41,44,85,48.2%,20m
790,2,niVeUS,4392,842,42,33,75,56.0%,50m
790,2,[红萌馆]蓬莱人形,4392,0,0,1,1,0.0%,11m
792,2,不讲武德,4391,0,1,0,1,100.0%,8m
793,2,[SK]不开矿怎么暴兵,4390,1640,71,79,150,47.3%,17m
794,2,[SK]Twilight,4387,240,12,7,19,63.2%,24m
795,2,朽木冬子,4386,0,0,1,1,0.0%,11m
796,1,不会起名字,4385,2609,238,234,472,50.4%,11m
796,2,[叫我兔本]Larres,4385,1500,70,44,114,61.4%,6m
798,3,MiyaMiyaMiya,4384,368,21,1,22,95.5%,18m
798,3,[时光静寂流逝]月兮兰兮,4384,404,18,1,19,94.7%,7m
798,2,[新手人类]人类,4384,111,8,4,12,66.7%,24m
801,2,岱铉,4383,577,27,14,41,65.9%,6m
801,2,[星河气象学院]谁狗谁孙子,4383,0,0,1,1,0.0%,10m
803,2,[海德单推协会]CandyPaint,4382,1262,53,59,112,47.3%,50m
804,2,[衣钵之卫]吟绿颂青,4381,426,21,19,40,52.5%,17m
804,2,HECTOR,4381,16,1,7,8,12.5%,17m
806,3,永安长宁,4380,235,19,3,22,86.4%,27m
807,2,[盛先生粉丝团]求老仙奶诺不开心,4379,87,2,1,3,66.7%,50m
807,2,llllllllllll,4379,0,0,1,1,0.0%,50m
809,2,拳王破阵曲,4378,36,5,3,8,62.5%,50m
809,2,林夕,4378,0,0,1,1,0.0%,17m
811,1,我是你爹,4377,2506,269,269,538,50.0%,50m
811,2,敌法出跳,4377,78,3,4,7,42.9%,20m
813,2,[四叶草]明理知秋,4376,2047,170,148,318,53.5%,6m
814,2,御坂菱,4374,772,30,34,64,46.9%,8m
814,2,IIIIIIIIIIII,4374,0,1,0,1,100.0%,11m
814,2,[武汉理工大学]Stats,4374,0,1,0,1,100.0%,6m
817,2,llllllllllll,4373,1585,241,221,462,52.2%,11m
818,2,[C41474]诺娃,4372,0,0,1,1,0.0%,50m
819,2,[Batman]Restart,4371,82,1,1,2,50.0%,6m
820,2,刚玩星际大佬轻虐,4370,1191,124,76,200,62.0%,50m
820,2,[各种无敌者]Over,4370,0,1,0,1,100.0%,17m
820,2,Jun,4370,0,0,1,1,0.0%,8m
823,2,[五月花]暴打养鸡场,4369,0,4,1,5,80.0%,8m
823,2,[丨SLT丨]洪承畴,4369,0,2,3,5,40.0%,28m
825,3,[羊驼羊驼羊]IIIIIIIIIIII,4368,220,20,1,21,95.2%,27m
826,2,[小仙女联盟]全斗焕大统领,4367,79,2,0,2,100.0%,20m
827,2,[红魔SDEP]古龙顶端宝石虫,4366,1039,45,41,86,52.3%,50m
828,2,IIIIIIIIIIII,4364,2386,199,212,411,48.4%,25m
828,2,[KPG]IIIIIIIIIIII,4364,1277,134,138,272,49.3%,50m
828,2,安静,4364,1182,62,35,97,63.9%,50m
828,1,[YU]新谷灯华,4364,620,19,28,47,40.4%,5m
832,2,黄金脆皮鸡,4363,0,3,2,5,60.0%,20m
832,1,[冲就完了]星际捷尔任斯基,4363,193,3,5,8,37.5%,52m
834,2,[ScAPs]藤原妹红,4362,0,1,0,1,100.0%,20m
835,2,[DMRz]LVn,4361,0,0,1,1,0.0%,50m
836,2,Snow,4360,1344,66,29,95,69.5%,20m
836,2,我爱你有左灯右行,4360,438,45,32,77,58.4%,20m
836,2,[OB丶]浪荡少女橘子酱,4360,527,35,8,43,81.4%,20m
836,2,[青娱乐]火枪手,4360,48,3,6,9,33.3%,43m
840,2,[SK]偷花贼,4359,838,62,69,131,47.3%,25m
840,2,llllllllllll,4359,1079,61,33,94,64.9%,8m
840,1,无昵称,4359,1714,57,76,133,42.9%,5m
840,2,[燕大SC]llllllllll,4359,91,4,0,4,100.0%,6m
844,1,MemOry,4358,48,2,2,4,50.0%,51m
844,3,谁扔的炮仗,4358,0,1,0,1,100.0%,21m
844,3,[上分女孩]Neko,4358,0,0,1,1,0.0%,6m
844,3,[SoloAs]薛定谔的猫,4358,0,0,1,1,0.0%,28m
848,3,[快乐泰伦人]LiquidThemry,4355,0,1,0,1,100.0%,6m
849,1,[SoloAs]无名王者,4352,2745,285,311,596,47.8%,17m
849,2,[希靈使徒]秋月爱莉,4352,468,28,8,36,77.8%,43m
849,3,[传说萌娘团]wjh,4352,0,1,0,1,100.0%,18m
852,2,[烽夜长歌]IIIIIIIIIIII,4351,2096,142,136,278,51.1%,20m
852,3,[SoloAs]索尼克,4351,0,0,1,1,0.0%,52m
854,2,[斧头帮x]magiczerg,4350,490,22,21,43,51.2%,17m
855,3,[是我赢了]一只小萌新,4349,508,27,14,41,65.9%,52m
855,2,[教我玩神族]时崎狂北小北姬,4349,44,2,5,7,28.6%,8m
857,2,chaos,4348,85,2,2,4,50.0%,43m
858,2,IIIIIIIIIIII,4347,0,0,2,2,0.0%,52m
859,1,Silence,4346,2549,204,225,429,47.6%,55m
859,2,[SK]NewXiaoBo,4346,1250,52,58,110,47.3%,50m
859,3,[我是一只机]雪夜音,4346,0,1,0,1,100.0%,22m
862,1,黑无常,4345,288,15,0,15,100.0%,51m
863,1,[SK]balabala,4344,2171,169,188,357,47.3%,19m
863,3,MPF,4344,136,15,11,26,57.7%,53m
865,3,开门暗影卫队,4343,16,2,0,2,100.0%,7m
865,1,[YA]FaNsorSK,4343,97,1,2,3,33.3%,47m
867,3,NuclearPiano,4340,375,23,3,26,88.5%,7m
868,2,Error,4339,50,2,10,12,16.7%,50m
