rank,tier,name,mmr,points,wins,losses,played,winrate,age
45023,2,[XPARTA]SUPERBADBOY,1947,494,15,20,35,42.9%,38m
45023,2,[SnsDrn]blacktmplars,1947,274,10,20,30,33.3%,3h
45023,2,BRANDON,1947,279,9,9,18,50.0%,57m
45023,3,[ZTempz]MINISHOUTS,1947,270,9,14,23,39.1%,9m
45023,3,Abominous,1947,245,8,6,14,57.1%,52m
45023,3,Tormenta,1947,190,7,4,11,63.6%,26m
45023,1,Rife,1947,171,6,3,9,66.7%,8m
45023,3,Barret,1947,114,5,4,9,55.6%,24m
45023,3,Sinnin,1947,187,5,6,11,45.5%,1h
45023,3,nicolas,1947,86,4,1,5,80.0%,1h
45023,1,INVASOR,1947,48,4,7,11,36.4%,3h
45023,3,[BROJOX]asdad,1947,88,3,6,9,33.3%,46m
45023,2,CORONAVIRUS,1947,76,3,8,11,27.3%,1h
45023,3,OptimusPrime,1947,143,3,9,12,25.0%,1h
45023,2,MastermindTK,1947,94,3,10,13,23.1%,3h
45023,2,Strajack,1947,95,2,13,15,13.3%,3h
45023,2,Aesris,1947,30,1,4,5,20.0%,57m
45023,3,JKa,1947,18,1,5,6,16.7%,1h
45023,2,Nihilus,1947,0,1,6,7,14.3%,1h
45023,2,DoNotForget,1947,0,0,1,1,0.0%,3h
45023,2,[jerga]shadown,1947,0,0,1,1,0.0%,51m
45023,3,[AiMB]WoodytheOG,1947,0,0,3,3,0.0%,20m
45023,2,Nags,1947,0,0,3,3,0.0%,1h
45023,2,MisioneroMAT,1947,0,0,7,7,0.0%,12m
45056,2,shilaoshi,1946,1424,91,122,213,42.7%,1h
45056,2,Scoe,1946,620,75,78,153,49.0%,1h
45056,3,Michy,1946,717,27,35,62,43.5%,39m
45056,2,Candyman,1946,363,18,29,47,38.3%,39m
45056,2,yaco,1946,312,11,22,33,33.3%,20m
45056,2,travis,1946,289,10,14,24,41.7%,50m
45056,3,tinmar,1946,164,9,10,19,47.4%,15m
45056,2,IKARI,1946,218,6,9,15,40.0%,50m
45056,1,Fahed,1946,140,4,14,18,22.2%,33m
45056,2,YashBrowns,1946,88,2,4,6,33.3%,58m
45056,3,Igneon,1946,30,2,4,6,33.3%,1h
45056,1,JLGX,1946,145,2,7,9,22.2%,47m
45056,2,Pieroyya,1946,58,2,7,9,22.2%,16m
45056,3,Asterisk,1946,0,1,0,1,100.0%,46m
45056,2,Maar,1946,88,1,4,5,20.0%,50m
45056,3,[SOCOMD]Johno,1946,44,1,6,7,14.3%,27m
45056,2,KingRobbo,1946,93,1,7,8,12.5%,11m
45056,3,[flexed]STOM,1946,0,0,2,2,0.0%,1h
45056,3,Bruce,1946,0,0,2,2,0.0%,1h
45056,3,erik,1946,0,0,4,4,0.0%,3h
45056,3,Bradylun,1946,0,0,5,5,0.0%,26m
45077,2,Hillbilly,1945,1524,172,185,357,48.2%,3h
45077,2,Urax,1945,980,63,71,134,47.0%,1h
45077,3,Ahmadeus,1945,1577,62,71,133,46.6%,28m
45077,3,[TINKU]JCTEKKEN,1945,941,60,59,119,50.4%,1h
45077,2,RGDantaz,1945,384,14,19,33,42.4%,18m
45077,2,ikermateo,1945,310,11,18,29,37.9%,1h
45077,2,Rick,1945,302,9,19,28,32.1%,3h
45077,3,GATO,1945,192,7,3,10,70.0%,38m
45077,3,TimeBomb,1945,136,5,7,12,41.7%,44m
45077,2,IKiLLSWiTCHI,1945,118,4,10,14,28.6%,24m
45077,3,PrimaNocta,1945,150,4,13,17,23.5%,35m
45077,3,HundreDemons,1945,70,3,0,3,100.0%,1h
45077,1,Ownification,1945,96,3,12,15,20.0%,9m
45077,2,HotdogFarmer,1945,60,2,9,11,18.2%,42m
45077,3,Saltazar,1945,30,1,5,6,16.7%,3h
45077,2,WolfCrimson,1945,0,1,6,7,14.3%,1h
45077,3,Fireblazzer,1945,0,0,1,1,0.0%,1h
45077,2,Zimtower,1945,0,0,2,2,0.0%,59m
45077,2,[PuffWC]Denmarksnk,1945,0,0,6,6,0.0%,1h
45077,2,Overkill,1945,0,0,8,8,0.0%,3h
45097,2,Nir,1944,1438,198,246,444,44.6%,1h
45097,2,Motorboat,1944,1610,124,142,266,46.6%,31m
45097,3,GLHaveFun,1944,1035,74,72,146,50.7%,17m
45097,3,LaChinche,1944,1093,48,58,106,45.3%,1h
45097,2,BanMondragon,1944,270,13,12,25,52.0%,17m
45097,3,MAQUIAVEL,1944,373,12,14,26,46.2%,3m
45097,2,markymark,1944,226,7,13,20,35.0%,1h
45097,3,Mayestick,1944,24,4,15,19,21.1%,1h
45097,3,NXT,1944,58,2,4,6,33.3%,1h
45097,2,gamusdeacuar,1944,30,1,5,6,16.7%,3h
45097,2,[ABorn]BlackSnow,1944,46,1,9,10,10.0%,11m
45097,3,Blurpy,1944,0,0,1,1,0.0%,9m
45097,2,Aetrix,1944,0,0,2,2,0.0%,59m
45110,3,Dagafrozen,1943,1565,109,128,237,46.0%,27m
45110,2,XxDrAigNorXx,1943,670,26,25,51,51.0%,3h
45110,2,Phinks,1943,528,21,29,50,42.0%,45m
45110,3,eltonyways,1943,354,12,18,30,40.0%,33m
45110,2,TypeA,1943,364,12,20,32,37.5%,58m
45110,3,bolvahr,1943,270,11,11,22,50.0%,41m
45110,1,flexurego,1943,238,6,15,21,28.6%,1h
45110,3,[SCVM]AdmralMurphy,1943,191,5,2,7,71.4%,28m
45110,2,GtlFrank,1943,225,5,10,15,33.3%,27m
45110,3,Aries,1943,30,2,0,2,100.0%,28m
45110,3,Stott,1943,120,2,5,7,28.6%,3h
45110,3,ZipMaiFlai,1943,70,2,5,7,28.6%,9m
45110,1,Dbinto,1943,145,2,5,7,28.6%,1h
