rank,tier,name,mmr,points,wins,losses,played,winrate,age
1151,1,Alex,4032,1576,126,102,228,55.3%,34m
1152,1,面如霜下雪,4030,0,0,1,1,0.0%,11m
1153,1,山丘,4029,190,4,1,5,80.0%,11m
1153,2,SAJ,4029,0,0,1,1,0.0%,38m
1155,1,[TLGD]IIIIIIIIIII,4028,284,7,10,17,41.2%,6m
1156,2,[白银联盟]孤狼,4027,181,9,4,13,69.2%,7m
1157,3,[TS嘉年华]猪头山,4026,610,80,76,156,51.3%,16m
1157,3,建议你别让我回头,4026,0,0,1,1,0.0%,37m
1159,1,llllllllllll,4024,2112,123,79,202,60.9%,6m
1159,1,[TYLOO]Foued,4024,406,11,8,19,57.9%,19m
1161,1,慧英,4021,1506,45,29,74,60.8%,6m
1162,3,[同浙星际]Gravity,4019,1952,105,115,220,47.7%,10m
1163,1,冮洚民,4018,561,15,13,28,53.6%,17m
1164,1,[小金上天队]久睡成瘾,4017,0,1,2,3,33.3%,6m
1165,3,llllllllllll,4016,135,5,9,14,35.7%,28m
1165,1,[左边的兄弟]再信我一次,4016,0,0,1,1,0.0%,19m
1165,1,[WILLE]Stevie,4016,0,0,1,1,0.0%,19m
1168,3,[SK]重新开始练,4015,1116,66,58,124,53.2%,5m
1168,1,[禽禽禽]白斩鸡,4015,1111,48,9,57,84.2%,34m
1168,1,[丨SLT丨]Stats,4015,806,32,5,37,86.5%,10m
1168,3,向死而生,4015,0,3,2,5,60.0%,24m
1172,2,嘤帼星际大力士,4014,128,4,3,7,57.1%,22m
1172,1,久红,4014,144,4,6,10,40.0%,4m
1174,2,[送温暖战队]焦焦,4013,0,1,5,6,16.7%,6m
1174,1,夜樱,4013,0,0,1,1,0.0%,27m
1176,3,[FPT]vajva,4011,1461,207,196,403,51.4%,5m
1176,1,DietmarP,4011,144,3,3,6,50.0%,31m
1178,1,久溺沉海,4010,162,5,1,6,83.3%,30m
1178,1,lllllllll,4010,48,1,1,2,50.0%,36m
1180,2,[不会散枪兵]冬眠中的肥猫,4009,116,7,1,8,87.5%,22m
1180,1,[毛毛]llllllllllll,4009,46,2,0,2,100.0%,6m
1180,1,llllllllllll,4009,0,0,1,1,0.0%,10m
1180,2,[萝莉之芯]搞搞,4009,0,0,1,1,0.0%,19m
1184,3,[哔翻天梯鸡]湖州张智霖,4008,1475,149,147,296,50.3%,4m
1184,1,[五月花]aiko,4008,985,82,76,158,51.9%,6m
1184,3,[北京大学鸡协]小蛋壳,4008,421,42,53,95,44.2%,29m
1184,1,IIIIIIIIIIII,4008,278,10,5,15,66.7%,17m
1184,1,Dark,4008,372,8,8,16,50.0%,8m
1184,1,励志上宗师,4008,0,1,1,2,50.0%,17m
1190,3,[KPG]没头脑,4007,2052,98,105,203,48.3%,18m
1190,1,时之回声,4007,705,23,13,36,63.9%,11m
1192,1,流响疏桐,4006,188,4,6,10,40.0%,24m
1193,1,IIIIIIIIIIII,4004,280,7,3,10,70.0%,6m
1193,1,[火猫哥斯拉]SoO,4004,46,2,3,5,40.0%,11m
1193,1,Noobfxxker,4004,0,1,0,1,100.0%,11m
1196,1,EleVen,4003,1593,133,110,243,54.7%,17m
1196,1,CowSheep,4003,1093,31,31,62,50.0%,30m
1196,1,horO,4003,890,27,21,48,56.2%,5m
1196,1,[辉煌华夏]jiaserj,4003,922,22,21,43,51.2%,8m
1200,3,本名字仅供参考,4002,2116,413,428,841,49.1%,38m
1201,1,[暴雪我是你爹]gene,4000,2114,161,157,318,50.6%,8m
1201,2,埃蒙,4000,121,8,0,8,100.0%,16m
1201,3,[1232]次元之恋,4000,0,1,4,5,20.0%,20m
1201,1,[呼啸山鹰]薯条单推人,4000,0,0,1,1,0.0%,10m
1201,2,[麻酱罐]陈王,4000,0,0,1,1,0.0%,29m
1201,1,孤儿请滚,4000,0,0,1,1,0.0%,34m
1207,1,[雾雨魔法森林]那个男人,3999,0,1,0,1,100.0%,27m
1208,1,[YM]凉城旧梦,3996,0,0,1,1,0.0%,6m
1209,1,[KPG]Soskovka,3995,48,2,6,8,25.0%,34m
1209,1,[娱乐吃鸡]人在塔在,3995,0,0,3,3,0.0%,6m
1211,3,lllllllllll,3994,320,12,21,33,36.4%,5m
1212,1,UntilWeDie,3992,600,14,10,24,58.3%,28m
