rank,tier,name,mmr,points,wins,losses,played,winrate,age
9310,1,소마,2554,254,6,11,17,35.3%,19m
9310,1,[누후훗]Stardust,2554,118,3,2,5,60.0%,46m
9310,1,바퀴,2554,126,3,3,6,50.0%,46m
9310,1,[스투열사]Bakgalyang,2554,97,3,4,7,42.9%,23m
9310,1,DSFW,2554,48,2,0,2,100.0%,28m
9310,1,캐리건,2554,0,2,4,6,33.3%,23m
9310,1,dubistcool,2554,0,1,0,1,100.0%,23m
9310,1,zeusjr,2554,48,1,2,3,33.3%,47m
9310,3,[pepsl]불닭볶음면,2554,0,0,1,1,0.0%,25m
9310,1,LIPPS,2554,0,0,2,2,0.0%,20m
9321,1,[해병대]줌머홀릭,2553,1485,319,324,643,49.6%,50m
9321,3,장기전만한다,2553,750,41,38,79,51.9%,21m
9321,3,其实我很菜,2553,1048,40,46,86,46.5%,53m
9321,3,[Celpix]chkondanger,2553,231,10,16,26,38.5%,21m
9321,3,샤인,2553,199,7,11,18,38.9%,25m
9321,1,[건국]홍님벌쳐,2553,118,3,3,6,50.0%,47m
9321,1,기운찬기사,2553,42,1,2,3,33.3%,46m
9321,1,불타는데하카,2553,0,1,2,3,33.3%,24m
9329,1,ian,2552,706,23,20,43,53.5%,19m
9329,3,wdwdd,2552,404,17,19,36,47.2%,53m
9329,1,CrowBar,2552,465,12,15,27,44.4%,20m
9329,2,[아게모니아]랑아,2552,239,11,11,22,50.0%,28m
9329,3,HONG,2552,150,7,11,18,38.9%,47m
9329,1,歐克咖啡,2552,97,2,0,2,100.0%,46m
9329,1,snowredrotoR,2552,0,2,5,7,28.6%,24m
9329,1,DHJIN,2552,88,1,3,4,25.0%,47m
9329,1,[Sergio]뱅듄,2552,0,1,5,6,16.7%,46m
9329,1,[래핑코빈]gggee,2552,0,0,1,1,0.0%,24m
9329,1,Bryan,2552,0,0,1,1,0.0%,19m
9340,3,PICKLERAIN,2551,1434,87,85,172,50.6%,47m
9340,1,lili,2551,154,7,4,11,63.6%,19m
9340,1,KHBIB,2551,92,3,2,5,60.0%,47m
9340,2,봉골레파스타,2551,143,3,2,5,60.0%,22m
9340,1,용가리,2551,0,0,1,1,0.0%,46m
9345,2,뇌없는드라군,2550,88,4,5,9,44.4%,48m
9345,1,Imposter,2550,0,0,1,1,0.0%,19m
9347,1,해물맛짱,2549,250,10,13,23,43.5%,46m
9347,3,[PM2o5]纸片人,2549,4,7,16,23,30.4%,21m
9347,3,뭘바욤,2549,192,6,17,23,26.1%,52m
9347,1,앞집여자,2549,194,5,6,11,45.5%,47m
9347,1,[阿修羅]Richard,2549,48,4,5,9,44.4%,24m
9347,3,DoriDoriEnma,2549,0,0,1,1,0.0%,25m
9347,1,[저글링죠아]YaED,2549,0,0,1,1,0.0%,20m
9354,2,뜨거운강자,2548,1508,318,315,633,50.2%,48m
9354,1,soulk,2548,1390,102,96,198,51.5%,19m
9354,1,MinThant,2548,803,26,25,51,51.0%,19m
9354,1,[SCTW]ZEROS,2548,438,13,13,26,50.0%,18m
9354,3,cruelR,2548,246,8,16,24,33.3%,53m
9359,3,KoshNaranek,2547,1261,72,93,165,43.6%,53m
9359,1,ORNNMASTER,2547,1688,61,57,118,51.7%,18m
9359,2,Pioneer,2547,235,10,11,21,47.6%,26m
9359,3,KiwiLionNZK,2547,259,9,10,19,47.4%,26m
9359,3,양유강,2547,30,4,6,10,40.0%,53m
9359,1,bumsoo,2547,44,2,3,5,40.0%,20m
9359,2,[qazwsx]Misha,2547,0,1,4,5,20.0%,22m
