rank,tier,name,mmr,points,wins,losses,played,winrate,age
7692,2,lllll,2543,180,4,6,10,40.0%,19m
7692,1,海龍王,2543,44,1,5,6,16.7%,11m
7696,1,이브,2542,910,52,47,99,52.5%,13m
7696,2,항작사,2542,269,9,12,21,42.9%,19m
7696,1,TERRY,2542,248,8,3,11,72.7%,11m
7696,1,암욜빠덜,2542,270,8,9,17,47.1%,12m
7696,1,가구긱,2542,166,5,6,11,45.5%,39m
7696,1,DeLivershot,2542,0,2,3,5,40.0%,38m
7696,1,그린필,2542,0,1,3,4,25.0%,12m
7696,1,전설이되다,2542,0,0,3,3,0.0%,11m
7704,3,강서독고다이,2541,1457,236,250,486,48.6%,39m
7704,1,Tomahwk,2541,45,2,2,4,50.0%,15m
7704,2,스토믹,2541,132,2,7,9,22.2%,20m
7704,1,검은안개,2541,0,0,2,2,0.0%,11m
7708,1,GoodDay,2540,1771,161,166,327,49.2%,12m
7708,1,MeteorBlue,2540,1251,61,62,123,49.6%,12m
7708,1,네싱워리,2540,1333,53,40,93,57.0%,11m
7708,3,iSPADE,2540,470,17,20,37,45.9%,45m
7708,1,[國本]BlueTa,2540,398,10,8,18,55.6%,12m
7708,1,스타크래픜트,2540,368,9,8,17,52.9%,11m
7708,1,sunmoon,2540,169,4,5,9,44.4%,15m
7715,1,IlllIIIllIlI,2539,1461,54,49,103,52.4%,13m
7715,1,IIIIIlllIIIl,2539,435,15,17,32,46.9%,11m
7715,1,llllllllllll,2539,64,2,2,4,50.0%,12m
7715,2,fitzhugh,2539,0,0,3,3,0.0%,10m
7719,1,Raiderz,2538,595,55,42,97,56.7%,12m
7719,1,이노오,2538,526,14,16,30,46.7%,39m
7719,1,Toshi,2538,186,6,4,10,60.0%,12m
7719,1,bacura,2538,279,6,6,12,50.0%,12m
7719,1,사라케리건,2538,0,2,3,5,40.0%,38m
7724,1,architectPNU,2537,548,20,24,44,45.5%,11m
7724,1,AsranJARA,2537,576,18,15,33,54.5%,38m
7724,1,[sc2mc]Destiny,2537,386,17,5,22,77.3%,38m
7724,1,Bojangles,2537,266,10,9,19,52.6%,38m
7724,2,roshaTlwpsk,2537,143,7,8,15,46.7%,44m
7724,1,도지마의용,2537,204,6,3,9,66.7%,38m
7724,1,호구호구,2537,123,3,9,12,25.0%,11m
7724,1,KDBwo,2537,0,1,0,1,100.0%,16m
7724,2,잇힝,2537,0,1,0,1,100.0%,15m
7724,1,LucieperY,2537,0,0,1,1,0.0%,16m
7734,1,月夜楓橋,2536,1721,101,96,197,51.3%,39m
7734,1,훈윤,2536,840,34,32,66,51.5%,12m
7734,2,불도저,2536,211,7,12,19,36.8%,20m
7734,1,박성오,2536,124,2,1,3,66.7%,11m
7734,1,MrNeverDie,2536,97,2,5,7,28.6%,16m
7739,1,MeatJP,2535,1532,219,233,452,48.5%,12m
